cht_name,eng_name,id,typhoon_year,typhoon_route,born_location,hit_date,hit_count,warning_start,warning_end,warning_count,max_intensity,max_wind_speed,landind_location,moving_info,disaster_info,link,typhoon_sn,total_accu_rain_pic,daily_accu_rain_pic,typhoon_info_pdf,typhoon_route_pic,typhoon_alert_pdf
瑪姬,MAGGIE,199906,1999,5,"129.9, 13.2",1999年 06月 06日,1,海上 1999-06-04 14:30:00;陸上 1999-06-05 08:40:00,陸上 1999-06-06 20:45:00;海上 1999-06-06 22:24:00,20,中度,38 (公尺/秒),---,形成後即向西北西方向前進，暴風圈掠過臺灣海峽南部後轉向西方向進行，侵入廣西省。,受颱風外圍環流影響，東半部及南部地區有豪雨發生。造成1人死亡，5人失蹤，房屋半倒1戶。農業損失8.8億元，其中以屏東縣最為嚴重。,---,199906-瑪姬,199906-瑪姬/各測站總雨量長條圖.png,199906-瑪姬/各測站連續24小時累積雨量長條圖.png,199906-瑪姬/颱風雨量綜合資訊.pdf,199906-瑪姬/颱風路徑圖.png,199906-瑪姬/颱風警報單.pdf
芭比絲,BABS,199812,1998,9,"134.2, 12.0",1998年 10月 27日,1,海上 1998-10-25 20:40:00;陸上 1998-10-26 08:50:00,陸上 1998-10-27 23:05:00;海上 1998-10-27 23:05:00,18,中度,35 (公尺/秒),---,形成後先向北後轉北北東移動，26日午後減弱為輕度颱風，仍朝北北東方向移動，中心進入臺灣海峽南部後轉向東北方進行，27日23時中心位於金門東北方減弱為熱帶性低氣壓。,受颱風外圍環流及東北季風雙重影響，引發北部及東北部地區嚴重豪雨，鐵公路交通因多處地區積水或坍方而中斷，臺北縣、基隆、宜蘭地區多處淹水，尤以汐止最為嚴重。有3人死亡，3人失蹤。房屋全倒5棟，半倒9棟。農業損失4億元。,---,199812-芭比絲,199812-芭比絲/各測站總雨量長條圖.png,199812-芭比絲/各測站連續24小時累積雨量長條圖.png,199812-芭比絲/颱風雨量綜合資訊.pdf,199812-芭比絲/颱風路徑圖.png,199812-芭比絲/颱風警報單.pdf
瑞伯,ZEB,199810,1998,6,"139.0, 10.4",1998年 10月 16日,1,海上 1998-10-13 14:20:00;陸上 1998-10-13 20:20:00,陸上 1998-10-17 02:45:00;海上 1998-10-17 06:45:00,30,強烈,55 (公尺/秒),---,形成後向西北方向前進，經呂宋島北部受地形影響減弱為中度颱風並轉向北方移動，經臺東東方近海時轉為北北東方向進行，此時暴風圈籠罩全臺，16日晚間轉向東北移行並減弱為輕度颱風，17日凌晨全臺脫離其暴風圈。,颱風挾帶強風豪雨過境，造成全臺災情不斷，以北部及花東地區最為嚴重。北部、中部山區及東部多處道路坍方交通中斷，數縣巿電力、電訊受損。豪雨持續數日，造成河水暴漲，多處地區嚴重淹水，尤以臺北汐止最為嚴重。全臺共有28人死亡，10人失蹝，27人輕重傷。房屋全倒4棟，半倒16棟。另外農業方面也受創嚴重，總損失達51.6億，以彰化縣受創最重。,---,199810-瑞伯,199810-瑞伯/各測站總雨量長條圖.png,199810-瑞伯/各測站連續24小時累積雨量長條圖.png,199810-瑞伯/颱風雨量綜合資訊.pdf,199810-瑞伯/颱風路徑圖.png,199810-瑞伯/颱風警報單.pdf
楊妮,YANNI,199809,1998,6,"123.5, 21.5",1998年 09月 28日,1,海上 1998-09-27 23:30:00;陸上 1998-09-27 23:30:00,陸上 1998-09-29 08:55:00;海上 1998-09-29 14:45:00,14,輕度,25 (公尺/秒),---,形成後先以北北西方向後轉北方再轉北北東方向前進。,東北部及北部地區豪雨持續數日，造成北部部分地區嚴重洪水，東北部山區多處道路中斷。全臺有60多處鐵公路坍方。有1人死亡。,---,199809-楊妮,199809-楊妮/各測站總雨量長條圖.png,199809-楊妮/各測站連續24小時累積雨量長條圖.png,199809-楊妮/颱風雨量綜合資訊.pdf,199809-楊妮/颱風路徑圖.png,199809-楊妮/颱風警報單.pdf
奧托,OTTO,199802,1998,3,"124.9, 15.0",1998年 08月 04日,1,海上 1998-08-03 09:45:00;陸上 1998-08-03 14:55:00,陸上 1998-08-05 09:00:00;海上 1998-08-05 09:00:00,17,輕度,30 (公尺/秒),臺東成功附近,形成後向西北前進，於8月4日12時左右在臺東成功附近登陸，強度減弱並繼續以西北方向前進，8月5日5時左右在福建莆田附近進入大陸,東部、東南部及中南部地區豪雨不斷。中部山區多處道路中斷。有1人死亡，1人失蹤。房屋全倒4棟，半倒7棟。農業損失3.3億元,---,199802-奧托,199802-奧托/各測站總雨量長條圖.png,199802-奧托/各測站連續24小時累積雨量長條圖.png,199802-奧托/颱風雨量綜合資訊.pdf,199802-奧托/颱風路徑圖.png,199802-奧托/颱風警報單.pdf
妮蔻兒,NICHOLE,199801,1998,9,"118.9, 22.7",1998年 07月 10日,1,海上 1998-07-09 05:55:00;陸上 1998-07-09 05:55:00,陸上 1998-07-10 09:45:00;海上 1998-07-10 09:45:00,10,輕度,18 (公尺/秒),台南安平港附近,形成後先向北而後向東北轉東北東前進，10日1時左右在臺南安平港附近登陸並緩慢向北移動，當日7時左右由嘉義附近出海，強度減弱為熱帶性低氣壓。,中南部地區有豪雨發生，造成農業損失逹2.7億元，尤以高雄縣較為嚴重。,---,199801-妮蔻兒,199801-妮蔻兒/各測站總雨量長條圖.png,199801-妮蔻兒/各測站連續24小時累積雨量長條圖.png,199801-妮蔻兒/颱風雨量綜合資訊.pdf,199801-妮蔻兒/颱風路徑圖.png,199801-妮蔻兒/颱風警報單.pdf
艾文,IVAN,199726,1997,---,"151.5, 10.8",1997年 10月 21日,1,海上 1997-10-19 20:25:00,海上 1997-10-21 17:10:00,16,強烈,55 (公尺/秒),---,形成後先以西北方向前進，至呂宋島北部海面後轉東北東方向前進。,未有災情傳出。,---,199726-艾文,199726-艾文/各測站總雨量長條圖.png,199726-艾文/各測站連續24小時累積雨量長條圖.png,---,199726-艾文/颱風路徑圖.png,199726-艾文/颱風警報單.pdf
卡絲,CASS,199719,1997,---,"116.0, 18.0",1997年 08月 30日,1,海上 1997-08-29 23:40:00;陸上 1997-08-30 10:00:00,陸上 1997-08-30 20:20:00;海上 1997-08-30 20:20:00,8,輕度,20 (公尺/秒),---,形成後即向北方移動。,未有災情傳出。,---,199719-卡絲,199719-卡絲/各測站總雨量長條圖.png,---,199719-卡絲/颱風雨量綜合資訊.pdf,199719-卡絲/颱風路徑圖.png,199719-卡絲/颱風警報單.pdf
安吉菈,ANGELA,198923,1989,---,"139.0, 15.1",1989年 10月 06日,1,海上 1989-10-05 09:30:00,海上 1989-10-07 09:40:00,9,強烈,67 (公尺/秒),---,形成後向西北轉西方向行進，經呂宋島東北方近海轉向西北西方向，掠過呂宋島東北角後進入南海。,---,---,198923-安吉菈,198923-安吉菈/各測站總雨量長條圖.png,198923-安吉菈/各測站連續24小時累積雨量長條圖.png,---,198923-安吉菈/颱風路徑圖.png,198923-安吉菈/颱風警報單.pdf
安珀,AMBER,199717,1997,3,"132.7, 14.6",1997年 08月 29日,1,海上 1997-08-27 08:35:00;陸上 1997-08-27 20:40:00,陸上 1997-08-29 23:40:00;海上 1997-08-30 02:35:00,23,中度,48 (公尺/秒),花蓮秀姑巒溪北方附近,形成後即以西北西後轉西北方向前進，於8月29日03時50分左右在花蓮秀姑巒溪北方附近登陸後，強度減弱，繼續以西北方向前進，於8月29日20時左右由馬祖附近進入大陸,公路多處坍方，鐵、公路及航空部份交通中斷。花蓮縣、台東縣及宜蘭縣的農業損失嚴重，農業總損失14.6億。1人失蹤，37人輕重傷，房屋半倒26間,---,199717-安珀,199717-安珀/各測站總雨量長條圖.png,199717-安珀/各測站連續24小時累積雨量長條圖.png,199717-安珀/颱風雨量綜合資訊.pdf,199717-安珀/颱風路徑圖.png,199717-安珀/颱風警報單.pdf
溫妮,WINNIE,199714,1997,1,"155.2, 14.5",1997年 08月 18日,1,海上 1997-08-16 14:35:00;陸上 1997-08-17 05:20:00,陸上 1997-08-18 23:45:00;海上 1997-08-19 03:00:00,21,中度,43 (公尺/秒),---,形成後大致以西北西方向前進，暴風圈於18日晨進入臺灣東北部及北部陸地，當日22時左右在浙江省溫州灣附近登陸。,颱風挾帶強風豪雨過境臺灣北部及東北部地區。北部及中部山區豪雨不斷，臺北天母、內湖 、汐止地區嚴重積水及山崩，汐止林肯大郡房屋倒塌。有44人死亡、1 人失蹤、84人輕重傷，房屋全倒121間、半倒2間。,---,199714-溫妮,199714-溫妮/各測站總雨量長條圖.png,199714-溫妮/各測站連續24小時累積雨量長條圖.png,199714-溫妮/颱風雨量綜合資訊.pdf,199714-溫妮/颱風路徑圖.png,199714-溫妮/颱風警報單.pdf
薩恩,ZANE,199623,1996,---,"137.2, 15.5",1996年 09月 27日,1,海上 1996-09-27 14:55:00,海上 1996-09-28 20:25:00,11,中度,43 (公尺/秒),---,形成後先以西北方向後轉向東北方向前進。,未有災情傳出。,---,199623-薩恩,199623-薩恩/各測站總雨量長條圖.png,199623-薩恩/各測站連續24小時累積雨量長條圖.png,---,199623-薩恩/颱風路徑圖.png,199623-薩恩/颱風警報單.pdf
魏萊特,VIOLET,199620,1996,---,"129.5, 16.5",1996年 09月 16日,1,海上 1996-09-15 20:30:00,海上 1996-09-16 21:00:00,9,強烈,51 (公尺/秒),---,形成後先以西北方向後轉北進行。,未有災情傳出。,---,199620-魏萊特,199620-魏萊特/各測站總雨量長條圖.png,199620-魏萊特/各測站連續24小時累積雨量長條圖.png,---,199620-魏萊特/颱風路徑圖.png,199620-魏萊特/颱風警報單.pdf
莎莉,SALLY,199618,1996,---,"132.4, 15.2",1996年 09月 08日,1,海上 1996-09-07 09:00:00;陸上 1996-09-07 15:10:00,陸上 1996-09-08 11:45:00;海上 1996-09-08 17:45:00,12,中度,48 (公尺/秒),---,形成後以西北西方向前進。,未有災情傳出。,---,199618-莎莉,199618-莎莉/各測站總雨量長條圖.png,199618-莎莉/各測站連續24小時累積雨量長條圖.png,199618-莎莉/颱風雨量綜合資訊.pdf,199618-莎莉/颱風路徑圖.png,199618-莎莉/颱風警報單.pdf
麗莎,LISA,199612,1996,---,"114.4, 19.4",1996年 08月 06日,1,海上 1996-08-06 16:40:00;陸上 1996-08-06 18:35:00,陸上 1996-08-07 05:40:00;海上 1996-08-07 05:40:00,6,輕度,20 (公尺/秒),---,形成後即向東北方向前進，7日清晨在汕頭與厦門之間登陸大陸。,未有災情傳出。,---,199612-麗莎,199612-麗莎/各測站總雨量長條圖.png,---,199612-麗莎/颱風雨量綜合資訊.pdf,199612-麗莎/颱風路徑圖.png,199612-麗莎/颱風警報單.pdf
賀伯,HERB,199608,1996,2,"148.7, 20.1",1996年 07月 31日,1,海上 1996-07-29 11:30:00;陸上 1996-07-29 23:20:00,陸上 1996-08-01 23:20:00;海上 1996-08-01 23:20:00,29,強烈,53 (公尺/秒),基隆與蘇澳間,形成後以西北西向臺灣前進，31日20時44分在基隆與蘇澳間登陸，強度開始減弱，繼續偏西進行。8月1日4時在新竹附近出海後，以西北西方向前進，8月1日11時在福建平潭附近登陸大陸。至8月1日21時臺灣本島、澎湖、及臺灣東部海面始脫離暴風圈之影響。,颱風帶來強風豪雨，全國各地災情嚴重，航空、鐵路交通全面停飛、停駛，公路坍方、橋樑斷裂，嚴重受損。中、南部沿海地區海水倒灌，臺北縣巿地區多處嚴重淹水。南投縣水里鄉、信義鄉、鹿谷鄉山洪爆發，多人慘遭活埋。全臺電力、電信受損嚴重。阿里山測站於7月31日單日降水累計雨量達1094.5毫米，創歷史紀錄。花蓮、臺東地區於31日深夜有焚風發生。有51人死亡，22人失蹤。,---,199608-賀伯,199608-賀伯/各測站總雨量長條圖.png,199608-賀伯/各測站連續24小時累積雨量長條圖.png,199608-賀伯/颱風雨量綜合資訊.pdf,199608-賀伯/颱風路徑圖.png,199608-賀伯/颱風警報單.pdf
葛樂禮,GLORIA,199607,1996,7,"128.5, 14.0",1996年 07月 26日,1,海上 1996-07-24 11:45:00;陸上 1996-07-24 15:15:00,陸上 1996-07-27 15:30:00;海上 1996-07-27 15:30:00,26,中度,35 (公尺/秒),恆春半島,形成後即向西北方向前進，26日16時左右登陸恆春半島後續以西北方向前進，經高雄、臺南、臺中後，當日20時在濁水溪口出海，強度減弱，以西北方向向大陸前進。,受颱風環流及西南氣流雙重影響，花蓮、臺東、屏東地區豪雨持續數日。臺東地區鐵路、公路、航空交通中斷。有3人死亡。,---,199607-葛樂禮,199607-葛樂禮/各測站總雨量長條圖.png,199607-葛樂禮/各測站連續24小時累積雨量長條圖.png,199607-葛樂禮/颱風雨量綜合資訊.pdf,199607-葛樂禮/颱風路徑圖.png,199607-葛樂禮/颱風警報單.pdf
凱姆,CAM,199603,1996,8,"115.8, 17.5",1996年 05月 23日,1,海上 1996-05-20 21:35:00;陸上 1996-05-22 03:20:00,陸上 1996-05-23 11:50:00;海上 1996-05-23 18:00:00,24,輕度,20 (公尺/秒),---,形成後即向東北方向前進。,受颱風外圍環流影響，臺東、蘭嶼地區雨量充沛。部份山區公路受損，交通中斷。蘭嶼、綠島對外交通中斷。高雄縣林園鄉西溪村海堤崩塌。,---,199603-凱姆,199603-凱姆/各測站總雨量長條圖.png,199603-凱姆/各測站連續24小時累積雨量長條圖.png,199603-凱姆/颱風雨量綜合資訊.pdf,199603-凱姆/颱風路徑圖.png,199603-凱姆/颱風警報單.pdf
賴恩,RYAN,199515,1995,8,"113.5, 13.5",1995年 09月 22日,1,海上 1995-09-20 17:05:00;陸上 1995-09-21 03:25:00,陸上 1995-09-23 03:40:00;海上 1995-09-23 12:15:00,23,中度,45 (公尺/秒),---,形成後即向東北前進，於22日8時通過恆春南方海面，續以東北方向向日本前進。,恆春半島及東、南部地區有強風豪雨發生，公路多處坍方，鐵、公路及航空交通受阻。蘭嶼地區全島電力、電信中斷，災情嚴重。有1人死亡、3人失蹤。,---,199515-賴恩,199515-賴恩/各測站總雨量長條圖.png,199515-賴恩/各測站連續24小時累積雨量長條圖.png,199515-賴恩/颱風雨量綜合資訊.pdf,199515-賴恩/颱風路徑圖.png,199515-賴恩/颱風警報單.pdf
肯特,KENT,199509,1995,5,"126.8, 16.3",1995年 08月 30日,1,海上 1995-08-27 17:10:00;陸上 1995-08-30 03:20:00,陸上 1995-08-31 05:40:00;海上 1995-08-31 14:45:00,32,中度,45 (公尺/秒),---,形成後即向西北前進，31日14時在汕頭與香港之間登陸，強度減弱。,新竹地區有焚風發生。東、南部地區有強風豪雨，鐵、公路部份中斷。有1人死亡、1人失蹤。,---,199509-肯特,199509-肯特/各測站總雨量長條圖.png,199509-肯特/各測站連續24小時累積雨量長條圖.png,199509-肯特/颱風雨量綜合資訊.pdf,199509-肯特/颱風路徑圖.png,199509-肯特/颱風警報單.pdf
塔莎,TASHA,199311,1993,---,"145.6, 8.0",1993年 08月 18日,1,海上 1993-08-17 16:10:00;陸上 1993-08-18 03:30:00,陸上 1993-08-18 21:00:00;海上 1993-08-19 09:40:00,8,輕度,25 (公尺/秒),---,形成後以向西北方向行進至巴士古島南方，轉西北西方向通過巴士海峽，並繼續西行越過東沙島朝香港方向離去。,---,---,199311-塔莎,199311-塔莎/各測站總雨量長條圖.png,199311-塔莎/各測站連續24小時累積雨量長條圖.png,199311-塔莎/颱風雨量綜合資訊.pdf,199311-塔莎/颱風路徑圖.png,199311-塔莎/颱風警報單.pdf
荻安娜,DEANNA,199502,1995,9,"121.9, 12.9",1995年 06月 08日,2,海上 1995-06-04 16:30:00;陸上 1995-06-04 20:50:00,陸上 1995-06-06 11:50:00;海上 1995-06-08 14:50:00,33,輕度,20 (公尺/秒),---,形成後先向西北後轉向東北方向前進，5日至7日間在巴士海峽南部滯留，對恆春半島威脅暫時解除，於6月6日11時50分第1次解除陸上颱風警報。8日清晨在臺灣海峽南部加速向北北東移動，於8日5時40分第2次發布陸上颱風警報，其暴風圈接觸臺灣西南部陸地及澎湖地區後，減弱為熱帶性低壓。,受颱風引進之旺盛西南氣流及滯留鋒面雙重影響，中、南部地區豪雨持續數日，公路多處坍方，災情較嚴重。有1人死亡、2人失蹤。,---,199502-荻安娜,199502-荻安娜/各測站總雨量長條圖.png,199502-荻安娜/各測站連續24小時累積雨量長條圖.png,199502-荻安娜/颱風雨量綜合資訊.pdf,199502-荻安娜/颱風路徑圖.png,199502-荻安娜/颱風警報單.pdf
席斯,SETH,199427,1994,6,"167.1, 8.3",1994年 10月 10日,1,海上 1994-10-07 14:45:00;陸上 1994-10-07 20:40:00,陸上 1994-10-10 20:40:00;海上 1994-10-11 05:40:00,30,強烈,51 (公尺/秒),---,形成後以西北方向行進，至臺灣東部近海時，路徑稍偏北，10日緩慢通過彭佳嶼北部海面後，向北遠離。,北部、東北部地區有強風豪雨，公路部份路段坍方，其餘各地無重大災情。有6人死亡、5人失蹤、8人受傷。,---,199427-席斯,199427-席斯/各測站總雨量長條圖.png,199427-席斯/各測站連續24小時累積雨量長條圖.png,199427-席斯/颱風雨量綜合資訊.pdf,199427-席斯/颱風路徑圖.png,199427-席斯/颱風警報單.pdf
葛拉絲,GLADYS,199416,1994,2,"155.5, 18.8",1994年 09月 01日,1,海上 1994-08-31 02:35:00;陸上 1994-08-31 10:15:00,陸上 1994-09-01 23:25:00;海上 1994-09-02 02:30:00,18,中度,35 (公尺/秒),宜蘭至花蓮間,形成後大致以偏西方向行進，於9月1日11時左右在蘇澳附近登陸，強度減弱，1日14時左右在新竹附近出海，於1日22時左右登陸大陸福建湄洲灣。,北部地區風雨較大，鐵、公路部份路段受損，交通中斷。宜蘭全縣斷電，災情較嚴重。有6人死亡、1人失蹤、51人受傷。,---,199416-葛拉絲,199416-葛拉絲/各測站總雨量長條圖.png,199416-葛拉絲/各測站連續24小時累積雨量長條圖.png,199416-葛拉絲/颱風雨量綜合資訊.pdf,199416-葛拉絲/颱風路徑圖.png,199416-葛拉絲/颱風警報單.pdf
弗雷特,FRED,199415,1994,1,"149.1, 19.5",1994年 08月 21日,1,海上 1994-08-19 02:35:00;陸上 1994-08-19 14:40:00,陸上 1994-08-21 20:30:00;海上 1994-08-22 05:50:00,26,強烈,55 (公尺/秒),---,形成後即以西北方向行進，在臺灣東部近海時路徑稍向北偏，至東北部近海時，繼續向西北方向前進，21日通過彭佳嶼北部海面後，轉西北西方向，22日0時左右在浙江溫州灣附近登陸。,北部地區雨量較大，公路多處坍方，各地無重大災情。臺東地區出現焚風。3人死亡、1人失蹤、2人受傷。,---,199415-弗雷特,199415-弗雷特/各測站總雨量長條圖.png,199415-弗雷特/各測站連續24小時累積雨量長條圖.png,199415-弗雷特/颱風雨量綜合資訊.pdf,199415-弗雷特/颱風路徑圖.png,199415-弗雷特/颱風警報單.pdf
